,eng,Subject
61437,"The \( p . d . V \) across and current \( I \) flowing
through an instrument in an \( a . c . \) circuit
are given by \( V=2 \cos \omega t V \) and \( I= \)
\( 2 \sin \omega t A . \) The power dissipated in the
instrument is:
\( \mathbf{A} \cdot 0 W \)
B . \( 2.5 W \)
c. \( 1.5 W \)
D. \( 9 ~ W \)",Physics
73518,"A covalent bond is formed by:
A. transfer of electrons.
B. sharing of electrons by only a single atom.
C. sharing of electrons.
D. repulsion of atoms between two atoms.",Chemistry
58852,"Sun is the ultimate source of energy for
the earth.
A. True
B. False
c. Ambiguous
D. Data insufficient",Physics
52838,Is the motion of the ball simple harmonic?,Physics
10626,"The length of the tube of a compound microscope \( 15 \mathrm{cm} . \) The focal length of objective and eye lenses are \( 1 \mathrm{cm} \) and \( 5 \mathrm{cm} \) respectively. The magnifying power of microscope for relaxed vision is:
\( \mathbf{A} \cdot 50 \mathrm{cm} \)
B. \( 75 \mathrm{cm} \)
\( \mathbf{c} \cdot 25 c m \)
D. \( 100 \mathrm{cm} \)",Physics
81318,"Match each item in Column I with
appropriate one/s in Column I
Select the correct alternative:
\( A \cdot A-V I I, B-I, C-I \)
B. A-IV, B-I, C-II
c. A-VII, B-V, C-VI
D. A-IV, B-II, C-V",Biology
110078,"A luminous object is placed at a distance of \( 30 \mathrm{cm} \) from a convex lens of
focal length \( 20 \mathrm{cm} . \) On the other side of the lens, at what distance from the lens
must a convex mirror of radius of
curvature \( 10 \mathrm{cm} \) be placed in order to have an upright image of the object coincident with it?
\( A . \) 30 \( \mathrm{cm} \)
B. 40 cm
\( c .50 \mathrm{cm} \)
D. \( 12 \mathrm{cm} \)",Physics
96727,"Find the correct statement from the
given one:
A. deuterium can replace the normal hydrogen in water molecules to form heavy water
B. deuterium can not replace the normal hydrogen in water molecules to form heavy water
C. hydrogen can replace deuterium in water molecules to form water
D. none of these",Chemistry
80094,"The \( O A \) and \( A B \) part of the graph
correspond to
A. uniform retardation, variable acceleration
B. uniform acceleration, uniform velocity
c. constant velocity, uniform acceleration
D. uniform acceleration, varying velocity",Physics
46093,"Unit of power is
\( A \cdot H p \)
B. Kilowatt hour
c. watt
D. None",Physics
96084,Is \( x^{8}+a^{8} \) divisible by \( x+a ? \),Maths
33056,"Find the sum of \( 2 n \) terms of the series
\( \mathbf{5}^{\mathbf{3}}+\mathbf{4 . 6}^{\mathbf{3}}+\mathbf{7}^{\mathbf{3}}+\mathbf{7}^{\mathbf{3}}+\mathbf{4 . 8}^{\mathbf{3}}+\mathbf{9}^{\mathbf{3}}+ \)
\( 4.10^{3}+\ldots \)",Maths
60981,"Electronic configuration of element T is 2, 8, 7. Under which category this element belongs to?
A . Alkali metal
B. Alkaline metal
c. Noble gases
D. Non-metal",Chemistry
65709,"In which of the following complexes the nickel metal is in highest oxidation
state?
\( \mathbf{A} \cdot N i(C O)_{4} \)
в. \( K_{2} N i F_{6} \)
C \( \cdot\left[N i\left(N H_{3}\right)_{6}\right]\left(B F_{4}\right) \)
D. \( K_{4}\left[N i(C N)_{6}\right] \)",Chemistry
114379,"If \( \vec{a}=\hat{i}+2 \hat{j} \) and \( \vec{b}=3 \hat{j}, \) then \( \vec{a} \cdot \vec{b}= \)
A. 3
B . - -
\( c \cdot 6 \)
D. - -",Maths
6009,"Who was the first scientist which
proposed that ""Matter is made up of indivisible particles called atoms""?
A. Lavoiser
B. Dalton
c. Thomson
D. Faraday",Chemistry
75252,"A thin metallic spherical shell contains
a charge \( Q \) on its surface. A point
charge \( q_{1} \) is placed at the centre of the
shell and another charge \( q_{2} \) is placed
outside the shell. All the three charges
are positive. Then, the force on charge \( \boldsymbol{q}_{1} \)
is
A. Towards left
B. Towards right
D. zero",Physics
10726,"Heavy water is used as a:
A. fuel in engines
B. semiconductor
c. moderator in nuclear reactors
D. insulator in steam engines",Chemistry
42301,"What is the molecular formula of silver
glance?
A. \( A g_{2} S \)
B. AgCl
\( \mathrm{c} \cdot \mathrm{CaCO}_{3} \)
D. \( A l_{2} O_{3} \)",Chemistry
121714,"The rate of change of the volume of a cone with respect to the radius of its
base is-
\( \mathbf{A} \cdot \pi^{2} h \)
в. \( \frac{4}{3} \pi r h \)
c. \( \frac{4}{3} \pi r^{2} h \)
D. \( \frac{2}{3} \pi r h \)",Maths
26500,"If in a circular coil A of radius R, current
is flowing and in another coil B of radius \( 2 \mathrm{R} \) a current 2 I is flowing, then
the ratio of the magnetic fields \( B_{A} \) and
\( \mathrm{B}_{B}, \) produced by them will be
A
B. 2
\( c \cdot 1 / 2 \)
D. 4",Physics
34223,"One reaction that occurs in producing steel from iron ore is the reduction of
iron ore(II) by carbon monoxide to give iron metal and carbon dioxide. The
equilibrium constant \( \boldsymbol{K}_{\boldsymbol{p}} \) for the
reaction at \( 1000 \mathrm{K} \) is \( 0.259 . F e O+ \)
\( \boldsymbol{C O} \leftrightharpoons \boldsymbol{F} \boldsymbol{e}+\boldsymbol{C O}_{2} . \) If the initial partial
pressure of \( \mathrm{CO} \) and \( C \mathrm{O}_{2} \) are 1 atm and
0.5 atm respectively, the equilibrium
partial pressures of \( \mathrm{CO} \) and \( \boldsymbol{C O}_{2} \) at
1000K are :
A. 1.191 atm, 0.309 atm
B. 0.309 atm, 1.191 atm
c. 1.191 atm for both
D. 0.309 atm for both",Chemistry
60036,"A sound wave is travelling from East to West. In which direction do the
molecules in the air move?
A. East to west
B. West to East
c. North to South
D. South to North",Physics
85042,"Find the difference of :
\( \frac{1}{12} \) and \( \frac{3}{4} \)",Maths
109052,"If for a binomial distribution \( \bar{x}=\frac{6}{5} \) and the difference between mean and variance is \( \frac{6}{25} . \) The number of trials is
A . 8
B. 7
\( c .6 \)
D.",Maths
1647,"Explain analytically how stationary waves are formed. What are nodes and
antinodes? Show that the distance
between two adjacent nodes or antinodes is \( \frac{\lambda}{2} \)",Physics
97299,"Which of the following is coenocytic?
A. Vaucheria
B. Pseudomonas
c. chlamydomonas
D. All of the above",Biology
47506,"When the number of turns in a solenoid
is doubled without any change in the length of the solenoid, its selfinductance becomes:
A . Half
B. Double
c. Four times
D. Eight times",Physics
24109,"Water is flowing through a horizontal pipe in streamline flow. At the narrowest part of the pipe
A. velocity is maximum and pressure is minimum
B. pressure is maximum and velocity is minimumm
c. both the pressure and velocity are maximum
D. both the velocity and pressure are minimum",Physics
37605,"Evaluate: \( \int_{0}^{\pi / 2} \sin ^{3} x \cdot \cos ^{3} x d x \)
A \( \cdot \frac{1}{12} \)
в. \( \frac{\pi}{24} \)
c. \( \frac{\pi}{12} \)
D. \( \frac{1}{24} \)",Maths
2109,"Show that if a rod held at angle \( \theta \) to the horizontal and released, its lower end
will not slip if the friction coefficient
between rod and ground is greater than \( \frac{3 \sin \theta \cos \theta}{1+3 \sin ^{2} \theta} \)",Physics
71280,"In case of monocots, hypodermis is
A. Collenchymatous
B. Parenchymatous
c. Sclerenchymatous
D. Both A and B",Biology
18414,"If \( \boldsymbol{y}=\frac{\log \boldsymbol{x}}{\boldsymbol{x}}, \) then prove by
mathematical induction
\( \boldsymbol{y}_{n}= \)
\( \frac{(-1)^{n}(n !)}{x^{n+1}}\left[\log x-1-\frac{1}{2}-\dots-\frac{1}{n}\right] \)",Maths
82663,"Rough surfaces have centres on
account of free valencies.
A. more
B. less
c. average
D. may be more may be less",Chemistry
26559,"Neutronless neutral atom is
\( A \cdot H \)
в. не
c. Na
D.",Chemistry
15436,"A spherical planet, far out in space, has
a mass \( M_{0} \) and diameter \( D_{0} . \) A particle of mass \( m \) falling freely near the surface of this planet will experience acceleration due to gravity which is
equal to:
A \( \cdot \frac{G M_{0}}{\left(D_{0}\right)^{2}} \)
в. \( \frac{4 m G M_{0}}{\left(D_{0}\right)^{2}} \)
c. \( \frac{4 G M_{0}}{\left(D_{0}\right)^{2}} \)
D. \( \frac{G m}{\left(D_{0}\right)^{2}} \)",Physics
84890,"Archaebacteria common in marshes
and rice fields are
A. Methanogens
B. Halophiles
c. Thermoacidophiles
D. All of the above",Biology
31635,"Two positive charges \( q \) and \( q \) are placed at
the diagonally opposite corners of a square and two negative charges \( -q \) and
\( -q \) are placed at the other two corners of the square. Then at the centre of the square the resultant electric intensity and the net electric potential Vare
A. \( E \neq 0, V=0 \)
в. \( E=0, V=0 \)
c. \( E=0, V \neq 0 \)
D. \( E \neq 0, V \neq 0 \)",Physics
84825,"If \( A \) is a symmetric and \( B \) skew
symmetric matrix and \( (\boldsymbol{A}+\boldsymbol{B}) \) is non-
singular and \( C=(A+B)^{-1}(A-B) \)
\( \operatorname{then} C^{T}(A+B) C=A+B \)
A. True
B. False",Maths
58233,"Charge passing through a conductor of \( \operatorname{cross} \operatorname{section} \operatorname{area} A=0.3 m^{2} \) is given
by \( \boldsymbol{q}=\mathbf{3} \boldsymbol{t}^{2}+\mathbf{5} \boldsymbol{t}+\mathbf{2} \) in coulomb, when \( \boldsymbol{t} \)
is in second. What is the value of drift
velocity at \( t=2 s ?(\text { Given, } n=2 x \)
\( \mathbf{1 0}^{\mathbf{2 5}} / \boldsymbol{m}^{\mathbf{3}} \mathbf{)} \)
A \( \cdot 0.77 \times 10^{-5} \mathrm{m} / \mathrm{s} \)
B . \( 1.77 \times 10^{-5} \mathrm{m} / \mathrm{s} \)
C \( .2 .08 \times 10^{-5} \mathrm{m} / \mathrm{s} \)
D. \( 0.57 \times 10^{-5} \mathrm{m} / \mathrm{s} \)",Physics
94822,"Energy is being emitted from the
surface of black body at \( 127^{\circ} \mathrm{C} \) at the
rate of \( 1.0 \times 10^{6} J / s m^{2} . \) The
temperature of black body at which the rate of energy is \( 16.0 \times 10^{6} J / s m^{2} \) will
be:
\( \mathbf{A} \cdot 754^{\circ} C \)
B. \( 527^{\circ} \mathrm{C} \)
\( \mathbf{c} \cdot 254^{\circ} C \)
D. \( 508^{\circ} \mathrm{C} \)",Physics
55729,"In a single throw of three dice, if the
probability of getting a total of 17 or 18 is \( \frac{1}{a} . \) Find \( a \)",Maths
7572,"Number of cell organelles involved in photorespiration are
A. one
B. Two
c. Three
D. Four",Biology
66481,"\( 252 \mathrm{gm} \) of oxalic acid with molecular
formula \( C_{2} H_{2} O_{4} \cdot 2 H_{2} O \) dissolve in
water to form \( 250 \mathrm{ml} \). of the solution. Its
molarity will be:
A . 16 м
B. 8 M
c. 32 м
D. 24 M",Chemistry
51984,"If \( I=\int_{3}^{5} \frac{\sqrt{x}}{\sqrt{8-x}+\sqrt{x}} d x \) then \( I \) equals
\( \mathbf{A} \cdot \mathbf{1} \)
B . 2
\( c .3 \)
D. 3.5",Maths
104091,"Substrates bind to the active sites of an
enzyme by interactions like:
A. ionic bonding
B. hydrogen bonding
c. van Der Waals' interactions
D. All of the above",Chemistry
25736,"Scala vestibuli is connected with
A. Fenestra rotundus
B. Fenestra ovalis
c. Scala tympani
D. Scala media",Biology
45697,"One root of the equation \( \cos x-x+ \)
\( \frac{1}{2}=0 \) lies in the interval?
A \( \cdot\left(0, \frac{\pi}{2}\right) \)
В. \( \left(-\frac{\pi}{2}, 0\right) \)
c. \( \left(-\frac{\pi}{2}, \pi\right) \)
D. \( \left(\pi, \frac{3 \pi}{2}\right) \)",Maths
12747,"A charge \( q \) is placed at the corner of a cube of side \( a \). The electric flux passing
through the cube is :
A \( \cdot \frac{q}{a \varepsilon_{0}} \)
в. \( \frac{q}{\varepsilon_{0} a^{2}} \)
c. \( \frac{q}{4 \pi \varepsilon_{0} a^{2}} \)
D. \( \frac{q}{24 \varepsilon_{0}} \)",Physics
67074,"A monoprotic acid in a \( 0.1 \mathrm{M} \) solution
ionizes to \( 0.001 \% \). Its ionization
constant is:
A \( \cdot 1.0 \times 10^{-3} \)
В. \( 1.0 \times 10^{-6} \)
c. \( 1.0 \times 10^{-8} \)
D. \( 1.0 \times 10^{-1} \)",Chemistry
8544,"Which of the following having a square planar structure is:
\( \mathbf{A} \cdot N H_{4}^{+} \)
в. \( B F_{4} \)
c. \( x e F_{4} \)
D. \( C C l_{4} \)",Chemistry
81183,Explain the formation of a Rainbow.,Physics
80951,"Function \( f(x)=\log _{10} \cos x \) is
function in \( \left(0, \frac{\pi}{2}\right) \)
A. Decreasing
B. Increasing
c. constant
D. Increasing and decreasing",Maths
77000,"An electron in ground state absorbs 1.5 times as much energy required to escape from H atom. The wavelength of
electron emitted in \( A^{\circ} \) is :
A \( .4 .21 A^{\circ} \)
B . \( 4.71 A^{\circ} \)
c. \( 3.52 A^{\circ} \)
D. \( 3.711 A^{\circ} \)",Chemistry
32052,"An object of mass 5 kg falls from rest through a vertical distance of \( 20 \mathrm{m} \) and reaches a velocity of \( 10 \mathrm{m} / \mathrm{s} \). How much work is done by the push of the air on the object?
A . -740 J
B. -750 J
c. -760 J
D. -770 J",Physics
72961,"Of the following, the equation of plane progressive wave is:
A. \( y=r \sin \omega t \)
в. \( y=r \sin (\omega t-k x) \)
c. \( y=\frac{a}{\sqrt{r}} \sin (\omega t-k x) \)
D. \( y=\frac{a}{r} \sin (\omega t-k t) \)",Physics
82796,"The arithmetic mean of first five natural
numbers is
A . 3
B. 4
c. 5
\( D \)",Maths
82537,"If a charged particle is projected perpendicular to uniform magnetic
field, then
a) force experienced will be perpendicular to the magnetic field and
initial velocity.
b) force experienced will be perpendicular to the magnetic field and instantaneous velocity
c) the work done by the magnetic field
is zero.
d) the particle experiences both radial and tangential accelerations.
A. a, b, c are correct d is wrong
B. all are correct
c. a, b are correct, c, d are wrong
D. a, b, c are wrong, d is correct",Physics
4263,"Chord \( A B \) of the circle \( x^{2}+y^{2}=100 \)
passes through the point (7,1) and
subtends an angle of \( 60^{\circ} \) at the
circumference of the circle. If \( m_{1} \) and
\( m_{2} \) are the slopes of two such chords
then the value of \( m_{1} m_{2}, \) is
A . -1
B. 1
c. \( \frac{7}{12} \)
D. - 3",Maths
6572,"If \( A \) is non-singular and \( (A+I)(A- \)
\( \mathbf{3} \boldsymbol{I})=\mathbf{0} \) then \( \mathbf{3} \boldsymbol{A}^{-1}-\boldsymbol{A}+\mathbf{2} \boldsymbol{I} \)
A . \( I \)
B.
c. \( 2 I \)
D. \( 6 I \)",Maths
61813,"For the circuit shown in the fig., the
current through the inductor is \( 0.9 A \)
while the current through the condenser
is \( 0.4 A . \) Then
A. current drawn from generator \( I=1.13 A \)
B. \( \omega=1 /(1.5 L C) \)
\( \mathbf{c} \cdot I=0.5 A \)
D. \( I=0.6 A \)",Physics
116284,"Write half-reactions using electrons.
\( \boldsymbol{C r}_{2} \boldsymbol{O}_{2}^{\boldsymbol{7}-}+\boldsymbol{6} \boldsymbol{F} \boldsymbol{e}^{\boldsymbol{2}+}+\mathbf{1 4} \boldsymbol{H}^{+} \longrightarrow \)
\( 2 C r^{3+}+6 F e^{3+}+7 H_{2} O \)
A. Oxidation : \( F e^{2+} \longrightarrow F e^{3+}+e^{-} \); Reduction:
\[
C r_{2} O_{2}^{7-}+14 H^{+}+6 e^{-} \longrightarrow 2 C r^{2+}+7 H_{2} O
\]
B. Oxidation: \( 3 F e^{2+} \longrightarrow 3 F e^{3+}+e^{-} \); Reduction:
\( \mathrm{Cr}_{2} \mathrm{O}_{2}^{7-}+14 \mathrm{H}^{+}+6 e^{-} \longrightarrow 2 \mathrm{Cr}^{2+}+7 \mathrm{H}_{2} \mathrm{O} \)
C. Oxidation : \( 2 F e^{2+} \longrightarrow 2 F e^{3+}+e^{-} \); Reduction:
\( \mathrm{Cr}_{2} \mathrm{O}_{2}^{7-}+14 \mathrm{H}^{+}+6 e^{-} \longrightarrow 2 \mathrm{Cr}^{2+}+7 \mathrm{H}_{2} \mathrm{O} \)
D. Oxidation: \( 3 F e^{2+} \longrightarrow F e^{3+}+3 e^{-} ; \) Reduction :
\( C r_{2} O_{2}^{7-}+14 H^{+}+3 e^{-} \longrightarrow 2 C r^{2+}+7 H_{2} O \)",Chemistry
116413,"In a mammalian cell the longest and the most active phase of the cell cycle is
A. Sphase
B. \( G_{1} \) Phase
c. \( G_{2} \) Phase
D. None of these",Biology
12539,"How do the atoms combine in \( C a C l_{2} \)
or Calcium Chloride?
A. By Forming metallic bond
B. By Forming co-ordinate covalent bond
c. By Forming ionic bond
D. By Forming covalent bond",Chemistry
112431,"A machine, which is 75 percent efficient uses 12 joules of energy in lifting up a 1 kg mass through a certain distance. The mass is then allowed to
fall through that distance. What will its
velocity be at the end of its fall?
A \( \cdot \sqrt{32} \mathrm{m} / \mathrm{s} \)
B. \( \sqrt{24} m / s \)
c. \( \sqrt{18} \mathrm{m} / \mathrm{s} \)
D. \( \sqrt{9} m / s \)",Physics
67533,"The existence of the states of matter is
due to
A. necessity of defining the three states
B. variation in the characteristics particles of matter
C. All of the above
D. None of the above",Chemistry
36109,"ABCD is parallelogram. If Land M are the middle points of \( \mathrm{BC} \) and \( \mathrm{CD} \), then \( \boldsymbol{A L}+\overline{\boldsymbol{A} \boldsymbol{M}} \) equals?
A \( \cdot \frac{1}{2} \overline{A C} \)
в. \( \frac{3}{2} \overline{A C} \)
c. \( \overline{A C} \)
D. \( \frac{2}{3} \overline{A C} \)",Maths
62998,"Simplify:
\( \frac{1+\frac{1}{2}}{1-\frac{1}{2}} \div \frac{4}{7}\left(\frac{2}{5}+\frac{3}{10}\right) \) of \( \left(\frac{\frac{1}{2}+\frac{1}{3}}{\frac{1}{2}-\frac{1}{3}}\right) \)",Maths
82182,"A series LCR circuit containing a
resistance of \( 120 \Omega \) has angular resonance frequency \( 4 \times 10^{5} \) rad \( s^{-1} \)
At resonance the voltage across the
resistance and inductance are \( 60 \mathrm{V} \) and
\( 40 \mathrm{V} \) respectively. The angular frequency at which current in the circuit lags the
voltage by \( 45^{0} \) is
A \( \cdot 16 \times 10^{5} \) rad \( s^{-1} \)
B. \( 8 \times 10^{5} \) rad \( s^{-1} \)
C . \( 4 \times 10^{5} \) rad \( s^{-1} \)
D. \( 2 \times 10^{5} \) rad \( s^{-1} \)",Physics
